file,theorem,line,axioms_total,axioms_load_bearing,status
KeyGenCtor.v,placed_p1_strong,364,0,0,OK
KeyGenCtor.v,placed_pp1_strong,374,0,0,OK
KeyGenCtor.v,placed_cyc_strong,384,0,0,OK
KeyGenCtor.v,ctor_rsa_p,432,0,0,OK
KeyGenCtor.v,ctor_key_satisfies,443,0,0,OK
KeyGenCtor.v,ctor_key_satisfies_filter,475,0,0,OK
KeyGenCtor.v,in_slot_image_on_ap,487,0,0,OK
KeyGenCtor.v,slot_image_is_public_ap,506,0,0,OK
KeyGenCtor.v,slot_image_has_secret_aux,529,0,0,OK
KeyGenCtor.v,ap_candidates_bound,547,0,0,OK
KeyGenCtor.v,public_ap_div_le_shift,560,0,0,OK
KeyGenCtor.v,public_ap_search_bits,576,0,0,OK
KeyGenCtor.v,regime_1024_ap_budget,599,0,0,OK
KeyGenGeom.v,shared_high_bits_bound,30,0,0,OK
KeyGenGeom.v,shared_high_bits_fails_far,45,0,0,OK
KeyGenGeom.v,increment_window_bound,62,0,0,OK
KeyGenGeom.v,increment_window_fails_far,70,0,0,OK
KeyGenGeom.v,adjacent_fermat_diff,86,0,0,OK
KeyGenGeom.v,adjacent_fails_far_ge2,98,0,0,OK
KeyGenSampler.v,dist_close_pair_fails_far,31,0,0,OK
KeyGenSampler.v,dist_twin_odd_fails_far,45,0,0,OK
KeyGenSampler.v,dist_shared_prefix_fails_far,58,0,0,OK
KeyGenSampler.v,dist_increment_fails_far,73,0,0,OK
KeyGenSampler.v,dist_safe_p_resists_p1,89,0,0,OK
KeyGenSampler.v,dist_shared_pool_gcd,104,0,0,OK
KeyGenSampler.v,dist_smooth_has_public_annihilator,118,0,0,OK
KeyGenSampler.v,dist_cyc3_leak_not_p3_resistant,136,0,0,OK
KeyGenSampler.v,dist_small_d_fails_large_d,149,0,0,OK
KeyGenSampler.v,dist_independent_passes_geom,163,0,0,OK
Lattice.v,lattice_phi_factors,28,0,0,OK
Lattice.v,lattice_sum_factors,39,0,0,OK
Lattice.v,phi_from_k_correct,54,0,0,OK
Lucas.v,lucasV_0,32,0,0,OK
Lucas.v,lucasV_1,35,0,0,OK
Lucas.v,lucasV_rec,38,0,0,OK
Lucas.v,lucasV_2,43,0,0,OK
Lucas.v,lucasV_succ,47,0,0,OK
Lucas.v,lucasV_add,59,0,0,OK
Lucas.v,lucasV_double,106,0,0,OK
Lucas.v,lucasV_double_Q1,116,0,0,OK
Lucas.v,lucasV_double_Q1_table,125,0,0,OK
Lucas.v,williams_handle_is_cyc2,139,0,0,OK
Lucas.v,safe_prime_refuses_pminus1_only,143,0,0,OK
Lucas.v,lucas_period_is_cyc2,155,0,0,OK
Lucas.v,lucasV_add_Q1,167,0,0,OK
Lucas.v,williams_eval_k_times,177,0,0,OK
Lucas.v,williams_eval_on_multiples,202,0,0,OK
Lucas.v,pp1_resistant_is_torus_period,219,0,0,OK
Lucas.v,typeB_n2_is_williams_period,223,0,0,OK
Miller.v,miller_M_pos,26,0,0,OK
Miller.v,miller_M_split,29,0,0,OK
Miller.v,miller_t_nonneg,36,0,0,OK
Miller.v,miller_M_annihilates,42,0,0,OK
Miller.v,miller_witness_factors,73,0,0,OK
Miller.v,rsa_test_miller_split,104,0,0,OK
Miller.v,rsa_test_miller_t,107,0,0,OK
Miller.v,rsa_test_miller_s,110,0,0,OK
Miller.v,rsa_test_base2_g0,114,0,0,OK
Miller.v,rsa_test_base2_chain,119,0,0,OK
Miller.v,rsa_test_base2_splits,125,0,0,OK
MillerHeight.v,miller_t_pos,23,0,0,OK
MillerHeight.v,miller_t_odd,29,0,0,OK
MillerHeight.v,miller_t_multiple_of_lambda_odd,35,0,0,OK
MillerHeight.v,powm_one_mod_factor,53,0,0,OK
MillerHeight.v,miller_height_exists,66,0,0,OK
MillerHeight.v,miller_from_d,103,0,0,OK
MillerHeight.v,rsa_test_base2_heights,126,0,0,OK
MillerHeight.v,rsa_test_miller_from_d,141,0,0,OK
MillerRabin.v,mr_split,28,0,0,OK
MillerRabin.v,miller_mr_same_engine,48,0,0,OK
MillerRabin.v,mr_nontrivial_sqrt_factors,63,0,0,OK
MillerRabin.v,mr_fermat_on_prime,84,0,0,OK
MulGate.v,mul_Aw,39,0,0,OK
MulGate.v,mul_Bw,47,0,0,OK
MulGate.v,mul_Cw,55,0,0,OK
MulGate.v,mul_eval_Aw,63,0,0,OK
MulGate.v,mul_eval_Bw,68,0,0,OK
MulGate.v,mul_eval_Cw,73,0,0,OK
MulGate.v,mul_gate_sat,78,0,0,OK
MulGate.v,mul_gate_complete,92,0,0,OK
MulGate.v,mul_wires_nn,115,0,0,OK
MulGate.v,bit_sat,141,0,0,OK
MulGate.v,bit_complete,154,0,0,OK
MultiPrime.v,two_prime_sqrt1_is_pm1_each,25,0,0,OK
MultiPrime.v,three_prime_sqrt1_is_pm1_each,33,0,0,OK
MultiPrime.v,eight_pats_length,77,0,0,OK
MultiPrime.v,two_prime_arity_is_four,80,0,0,OK
MultiPrime.v,two_sylow_is_two_prime,88,0,0,OK
MultiPrime.v,prime_gcd_1,95,0,0,OK
MultiPrime.v,crt_coprime_exists,104,0,0,OK
MultiPrime.v,crt2_exists,129,0,0,OK
MultiPrime.v,mod_mod_product,143,0,0,OK
MultiPrime.v,three_prime_pq_coprime_r,157,0,0,OK
MultiPrime.v,crt3_exists,166,0,0,OK
MultiPrime.v,mixed_triple_splits,198,0,0,OK
MultiPrime.v,crt3_mod,257,0,0,OK
MultiPrime.v,sign_residue_pm1,290,0,0,OK
MultiPrime.v,square_mod_one_of_pm1,294,0,0,OK
MultiPrime.v,eight_sqrt1_mod,310,0,0,OK
MultiPrime.v,eight_sqrt1_squares,323,0,0,OK
MultiPrime.v,mixed_pqr_splits,364,0,0,OK
MultiPrime.v,lambda_threeprime_divides_pminus1,393,0,0,OK
MultiPrime.v,lambda_threeprime_divides_qminus1,402,0,0,OK
MultiPrime.v,lambda_threeprime_divides_rminus1,411,0,0,OK
MultiPrime.v,lambda_threeprime_pos,415,0,0,OK
MultiPrime.v,crt_one_three,430,0,0,OK
MultiPrime.v,carmichael_threeprime,458,0,0,OK
MultiPrime.v,onesided_period_splits_triple,500,0,0,OK
Mux.v,mux_on_zero,25,0,0,OK
Mux.v,mux_on_one,29,0,0,OK
Mux.v,mux_select,33,0,0,OK
Mux.v,mux_nonneg,44,0,0,OK
Mux.v,mux_gates,55,0,0,OK
Mux.v,mux_complete,77,0,0,OK
OkamotoUchiyama.v,one_plus_p_pow,22,0,0,OK
OkamotoUchiyama.v,ou_L_of_plain,33,0,0,OK
OkamotoUchiyama.v,ou_L_of_scaled,48,0,0,OK
OkamotoUchiyama.v,ou_L_of_base,69,0,0,OK
OkamotoUchiyama.v,ou_rand_vanishes,81,0,0,OK
Order.v,is_order_unique,28,0,0,OK
Order.v,powm_one_of_divide,41,0,0,OK
Order.v,order_iff_divides,57,0,0,OK
Order.v,order_exists_from_annihilator,79,0,0,OK
Order.v,order_exists_prime,129,0,0,OK
Order.v,order_exists_semiprime,143,0,0,OK
Order.v,order_of_power,160,0,0,OK
Order.v,lcm_orders_divides_lambda,222,0,0,OK
Order.v,is_order_2_of,249,0,0,OK
Order.v,minus1_order_2_rsa_test,263,0,0,OK
Order.v,mixed67_order_2_rsa_test,269,0,0,OK
Order.v,lcm_two_order2_not_lambda,275,0,0,OK
Order.v,powm_eq_1_iff_order_divides,287,0,0,OK
Order.v,pow2_divides_pow2,298,0,0,OK
Order.v,two_height_is_val2_ord,321,0,0,OK
Order.v,order_2_mod_11,380,0,0,OK
Order.v,order_2_mod_17,391,0,0,OK
Order.v,two_height_independent_of_odd_multiple,404,0,0,OK
Order.v,height_is_val2_ord_textbook,420,0,0,OK
Paillier.v,powm_mul_base,23,0,0,OK
Paillier.v,one_plus_N_pow,33,0,0,OK
Paillier.v,paillier_L_of_plain,44,0,0,OK
Paillier.v,paillier_L_recovers_exp,56,0,0,OK
Paillier.v,paillier_add,68,0,0,OK
Paillier.v,one_plus_N_order_N,86,0,0,OK
PhiLambda.v,phi_eq_lambda_times_gcd,17,0,0,OK
PhiLambda.v,phi_div_lambda_is_gcd,29,0,0,OK
PollardP1.v,fermat_on_multiple,30,0,0,OK
PollardP1.v,gcd_onesided_semiprime,46,0,0,OK
PollardP1.v,pollard_p1_splits,62,0,0,OK
PollardP1.v,smooth_implies_public_annihilator,101,0,0,OK
PotCheck.v,contribute_slot_one_is_rho_power,22,0,0,OK
PotCheck.v,update_first_is_old_first_to_rho,35,0,0,OK
PotCheck.v,update_pok_complete,50,0,0,OK
PotCheck.v,extracted_contributor_agrees,73,0,0,OK
PotCl.v,potP_rsa_is_pot,38,0,0,OK
PotCl.v,potP_cl_is_bqf_exp,50,0,0,OK
PotCl.v,potP_rsa_at_zero,56,0,0,OK
PotCl.v,potP_rsa_at_one,66,0,0,OK
PotCl.v,potP_cl_at_zero,77,0,0,OK
PotCl.v,potP_cl_at_one,88,0,0,OK
PotCl.v,potP_rsa_contribute_multiplies,96,0,0,OK
PotCl.v,potP_rsa_succ,119,0,0,OK
PotCl.v,pot_cl_no_lambda,132,0,0,OK
PotCl.v,pot_cl_inv_is_public,142,0,0,OK
PotCl.v,pot_cl_contribute_slot0,147,0,0,OK
PotCl.v,pot_cl_neg31_at_zero,158,0,0,OK
PotCl.v,pot_cl_neg31_at_one,166,0,0,OK
PotLadder.v,rho_ladder_0,30,0,0,OK
PotLadder.v,rho_ladder_succ,34,0,0,OK
PotLadder.v,rho_ladder_succ_is_power,39,0,0,OK
PotLadder.v,ladder_realizes_update,58,0,0,OK
PotLadder.v,contribution_ladder_step,75,0,0,OK
PotLadder.v,slot2_aux_is_ladder_one,109,0,0,OK
PotLadder.v,slot2_new_is_rho_sq,117,0,0,OK
PotLadder.v,slot2_aux_then_rho,129,0,0,OK
PotLadder.v,slot2_new_is_ladder_two,144,0,0,OK
PotLadder.v,slot2_leg1_complete,155,0,0,OK
PotLadder.v,slot2_leg2_complete,182,0,0,OK
PowersOfTau.v,pot_at_zero,48,0,0,OK
PowersOfTau.v,pot_at_one,57,0,0,OK
PowersOfTau.v,pot_succ_is_tau_power,66,0,0,OK
PowersOfTau.v,pot_first_is_dlog,81,0,0,OK
PowersOfTau.v,pot_contribute_multiplies_tau,94,0,0,OK
PowersOfTau.v,two_contributors_product,110,0,0,OK
PowersOfTau.v,three_contributors_product,123,0,0,OK
PowersOfTau.v,coprime_powm,143,0,0,OK
PowersOfTau.v,powm_eq_implies_abs_annihilator,169,0,0,OK
PowersOfTau.v,honest_contribution_moves_string,213,0,0,OK
PowersOfTau.v,honest_tau_one_if_coprime,242,0,0,OK
PowersOfTau.v,powm_reduce_mod_order,263,0,0,OK
PowersOfTau.v,tau_inv_walks_backward,285,0,0,OK
PowersOfTau.v,backward_walker_is_tau_inv,314,0,0,OK
PowersOfTau.v,eqdl_complete,367,0,0,OK
PowersOfTau.v,eqdl_extracts_tau,392,0,0,OK
PowersOfTau.v,self_bil_checks_pot,446,0,0,OK
PowersOfTau.v,self_bil_evaluates_pot,465,0,0,OK
Pratt.v,pratt_2_prime,48,0,0,OK
Pratt.v,pratt_fermat_side,53,0,0,OK
Pratt.v,duality_unique_order_2_on_prime,66,0,0,OK
PreprocessGRA.v,prep_advice_depends_on_N,26,0,0,OK
PreprocessGRA.v,prep_advice_ignores_y,30,0,0,OK
PreprocessGRA.v,prep_factor_advice,34,0,0,OK
PreprocessGRA.v,prep_id_advice_not_a_split,42,0,0,OK
PreprocessGRA.v,prep_ginv_of_factor_advice,54,0,0,OK
PreprocessGRA.v,prep_then_gra_factors,58,0,0,OK
Presentation.v,rsa_order_divides_lambda,130,0,0,OK
Presentation.v,cl_constructible_order_divides_2,138,0,0,OK
Presentation.v,rsa_public_annihilator_is_none,145,0,0,OK
Presentation.v,cl_public_annihilator_is_two,149,0,0,OK
Presentation.v,rsa_minus1_constructible,153,0,0,OK
Presentation.v,cl_unrestricted_LowOrder_B2,157,0,0,OK
Presentation.v,cl_restricted_excludes_ambiguous,161,0,0,OK
Presentation.v,mersenne31_wins_P_LowOrderOutside,170,0,0,OK
Presentation.v,mersenne31_family_excludes_shanks,188,0,0,OK
Presentation.v,ordinary_vs_mersenne_H,198,0,0,OK
Presentation.v,mersenne_family_at_2,207,0,0,OK
Presentation.v,class_number_solves_AR_neg31_id,211,0,0,OK
Presentation.v,class_number_solves_AR_neg31_f,222,0,0,OK
Presentation.v,class_number_solves_AR_neg31_sq,232,0,0,OK
Presentation.v,class_number_solves_AR_neg31,247,0,0,OK
Presentation.v,shanks_is_annihilator,260,0,0,OK
Presentation.v,shanks_AR_is_fractional_root,269,0,0,OK
Presentation.v,cl_AR_C_broken_when_two_in_C,283,0,0,OK
Presentation.v,rsa_trapdoor_annihilator_is_lambda,302,0,0,OK
Presentation.v,rsa_lambda_solves_adaptive_root,306,0,0,OK
Presentation.v,cl_has_no_lambda_plus_one,315,0,0,OK
Presentation.v,no_crt_split_from_disc,335,0,0,OK
Presentation.v,cl_exp_0_is_id,341,0,0,OK
Presentation.v,cl_exp_1_is_f,345,0,0,OK
Presentation.v,cl_inv_is_bqf_inv,352,0,0,OK
Presentation.v,cl_mul_inv_equiv_id,356,0,0,OK
Presentation.v,unit_inverse_exists,373,0,0,OK
Presentation.v,rsa_trapdoor_inv_is_root,389,0,0,OK
Presentation.v,Pexp_0,411,0,0,OK
Presentation.v,Pexp_S_rsa,418,0,0,OK
PublicQuad.v,find_exp_from_sound,54,0,0,OK
PublicQuad.v,find_exp_from_complete,84,0,0,OK
PublicQuad.v,find_exp_complete,107,0,0,OK
PublicQuad.v,find_exp_sound,123,0,0,OK
PublicQuad.v,pot_crs_from_length,171,0,0,OK
PublicQuad.v,pot_crs_length,181,0,0,OK
PublicQuad.v,pot_crs_from_nth,188,0,0,OK
PublicQuad.v,pot_crs_nth,205,0,0,OK
PublicQuad.v,recover_honest,230,0,0,OK
PublicQuad.v,quad_row_spec,277,0,0,OK
PublicQuad.v,quad_combine_spec,313,0,0,OK
PublicQuad.v,quad_combine_is_product,348,0,0,OK
PublicQuad.v,first_exps_nn,378,0,0,OK
PublicQuad.v,public_quad_complete,390,0,0,OK
PublicQuad.v,public_quad_qap,420,0,0,OK
PublicQuad.v,public_quad_pin_accepts,455,0,0,OK
PublicQuad.v,public_quad_pin_rejects_group_mul,466,0,0,OK
PublicQuad.v,public_quad_pin_sum_neq_prod,478,0,0,OK
PublicQuad.v,public_quad_pin_qap,484,0,0,OK
QAP.v,poly_eval_sub,34,0,0,OK
QAP.v,qap_rem_eval,51,0,0,OK
QAP.v,qap_at_iff_rem_zero,63,0,0,OK
QAP.v,qap_complete_at_tau,70,0,0,OK
QAP.v,qap_point_sound,91,0,0,OK
QAP.v,qap_sound_at_tau,109,0,0,OK
QAP.v,poly_eval_lincomb,151,0,0,OK
QAP.v,wires_nn_lincomb_nonneg,166,0,0,OK
QAP.v,pot_wires_is_lincomb,178,0,0,OK
QAP.v,same_witness_two_families,198,0,0,OK
QAP.v,qap_witness_complete,210,0,0,OK
QAP.v,pot_wires_bounded,232,0,0,OK
QAP.v,pot_wires_app,246,0,0,OK
QRModN.v,euler_crit_agree,39,0,0,OK
QRModN.v,mod_pq_to_p,46,0,0,OK
QRModN.v,qr_N_implies_local,57,0,0,OK
QRModN.v,qr_N_of_local,77,0,0,OK
QRModN.v,qr_N_iff_both,102,0,0,OK
QRModN.v,euler_sign_of_pm1,115,0,0,OK
QRModN.v,euler_sign_of_qr,132,0,0,OK
QRModN.v,jacobi_of_qr_N,146,0,0,OK
QRModN.v,euler_one_implies_qr_blum,166,0,0,OK
QRModN.v,euler_sign_one_is_crit_one,188,0,0,OK
QRModN.v,euler_sign_minus_is_crit_pm1,205,0,0,OK
QRModN.v,euler_sign_one_implies_qr_blum,220,0,0,OK
QRModN.v,euler_sign_minus_implies_qnr,234,0,0,OK
QRModN.v,coprime_neg1,247,0,0,OK
QRModN.v,coprime_opp,255,0,0,OK
QRModN.v,euler_sign_neg1_blum,259,0,0,OK
QRModN.v,euler_crit_mul,276,0,0,OK
QRModN.v,euler_sign_mul,291,0,0,OK
QRModN.v,euler_sign_neg_a,335,0,0,OK
QRModN.v,jacobi_neg1_blum,350,0,0,OK
QRModN.v,neg1_not_qr_N_blum,365,0,0,OK
QRModN.v,blum_jacobi_one_exactly_one_pm,385,0,0,OK
QRModN.v,williams_both_qr_is_qr_N,436,0,0,OK
QRModN.v,coprime_powm_prime,467,0,0,OK
QRModN.v,coprime_powm_N_prime,483,0,0,OK
QRModN.v,jacobi_even_power,504,0,0,OK
QRModN.v,jacobi_odd_power,534,0,0,OK
QRModN.v,jacobi_sees_only_parity,610,0,0,OK
QRModN.v,even_pow_succ,635,0,0,OK
QRModN.v,odd_pow_pos,652,0,0,OK
QRModN.v,pot_jacobi_tail_constant,674,0,0,OK
QRModN.v,sixth_root_from_square_and_cube,708,0,0,OK
QRModN.v,cubic_decision_vacuous,731,0,0,OK
QuadResidue.v,odd_prime_minus1_even,22,0,0,OK
QuadResidue.v,p_mod4_3_decomp,38,0,0,OK
QuadResidue.v,p_mod8_decomp,44,0,0,OK
QuadResidue.v,mod8_3_is_mod4_3,50,0,0,OK
QuadResidue.v,mod8_7_is_mod4_3,59,0,0,OK
QuadResidue.v,blum_prime_pminus1_form,69,0,0,OK
QuadResidue.v,two_times_div4,82,0,0,OK
QuadResidue.v,half_plus_one,95,0,0,OK
QuadResidue.v,euler_qr_is_one,110,0,0,OK
QuadResidue.v,sqrt_mod4_3_correct,151,0,0,OK
QuadResidue.v,pow_neg1_even,179,0,0,OK
QuadResidue.v,pow_neg1_odd,189,0,0,OK
QuadResidue.v,neg1_euler_mod4_3,200,0,0,OK
RSA.v,rsa_N_gt_1,37,0,0,OK
RSA.v,rsa_lambda_pos,44,0,0,OK
RSA.v,rsa_lambda_gt_1,50,0,0,OK
RSA.v,rsa_phi_pos,69,0,0,OK
RSA.v,rsa_lambda_divides_phi,75,0,0,OK
RSA.v,rsa_ed_minus_1_divides,78,0,0,OK
RSA.v,rsa_ed_gt_1,87,0,0,OK
RSA.v,rsa_dec_enc_units,100,0,0,OK
RSA.v,rsa_enc_dec_units,124,0,0,OK
RSA.v,rsa_d_is_cube_root_map,151,0,0,OK
RSA.v,prime_11,161,0,0,OK
RSA.v,prime_17,170,0,0,OK
RSA.v,rsa_test_lambda,180,0,0,OK
RSA.v,rsa_test_phi,183,0,0,OK
RSA.v,rsa_test_inv,186,0,0,OK
RSA.v,rsa_test_coprime_e,189,0,0,OK
RSA.v,rsa_test_N,204,0,0,OK
RSA.v,rsa_test_vector,207,0,0,OK
RSA.v,rsa_test_roundtrip,211,0,0,OK
RSA.v,rsa_test_annihilator,215,0,0,OK
RSA.v,N_cong_q_mod_pminus1,230,0,0,OK
RSA.v,gcd_polyN_pminus1_is_gcd_at_q,241,0,0,OK
RabinWilliams.v,rabin_of_square,37,0,0,OK
RabinWilliams.v,rw_p_is_blum,51,0,0,OK
RabinWilliams.v,rw_q_is_blum,57,0,0,OK
RabinWilliams.v,rw_pair_odd,63,0,0,OK
RabinWilliams.v,lcm_even_of_even_l,72,0,0,OK
RabinWilliams.v,lambda_even_odd_primes,81,0,0,OK
RabinWilliams.v,two_not_rsa_exponent,92,0,0,OK
RabinWilliams.v,pm1_cases,123,0,0,OK
RabinWilliams.v,williams_tweak_exists,129,0,0,OK
RabinWilliams.v,williams_tweak_unique,143,0,0,OK
RabinWilliams.v,williams_which_correct,175,0,0,OK
RabinWilliams.v,williams_two_symbol_p,191,0,0,OK
RabinWilliams.v,williams_two_symbol_q,195,0,0,OK
RabinWilliams.v,williams_neg1_on_blum,199,0,0,OK
RabinWilliams.v,rabin_roots_split,218,0,0,OK
RabinWilliams.v,rabin_oracle_nonassociate_factors,269,0,0,OK
RabinWilliams.v,rw_verify_of_root,305,0,0,OK
RabinWilliams.v,kg_rw_implies_blum,316,0,0,OK
RabinWilliams.v,kg_rw_pminus1_almost_odd,324,0,0,OK
Range2.v,range2_bits,24,0,0,OK
Range2.v,range2_bit_qap,34,0,0,OK
Range2.v,range2_encoding,51,0,0,OK
Range2.v,range2_eval_commit,67,0,0,OK
SAGM.v,sagm_eval_21,30,0,0,OK
SAGM.v,sagm_product_adds_exponents,35,0,0,OK
SAGM.v,sagm_mul_exps,43,0,0,OK
SameW.v,zip_scale_eval,32,0,0,OK
SameW.v,zip_wires_nn,55,0,0,OK
SameW.v,same_w_check,76,0,0,OK
SharedKey.v,lambda_A_divides_product,52,0,0,OK
SharedKey.v,lambda_B_divides_product,56,0,0,OK
SharedKey.v,lambda_product_pos,60,0,0,OK
SharedKey.v,lambda_product_gt_1,73,0,0,OK
SharedKey.v,coprime_product_split,83,0,0,OK
SharedKey.v,crt_mod_eq_coprime,89,0,0,OK
SharedKey.v,crt_one_coprime_moduli,106,0,0,OK
SharedKey.v,carmichael_shared,127,0,0,OK
SharedKey.v,gcd_of_divisor,154,0,0,OK
SharedKey.v,inverses_agree_mod_gcd,172,0,0,OK
SharedKey.v,rsa_e_gcd_lambda,203,0,0,OK
SharedKey.v,crt_exists_gcd,207,0,0,OK
SharedKey.v,d_star_exists,254,0,0,OK
SharedKey.v,d_star_exists_nonneg,274,0,0,OK
SharedKey.v,d_star_inverts,302,0,0,OK
SharedKey.v,powm_mod_lambda,330,0,0,OK
SharedKey.v,shared_dec_mod_A,358,0,0,OK
SharedKey.v,shared_dec_mod_B,372,0,0,OK
SharedKey.v,shared_dec_eq_powm,384,0,0,OK
SharedKey.v,prime_5,429,0,0,OK
SharedKey.v,prime_23,437,0,0,OK
SharedKey.v,prime_41,449,0,0,OK
SharedKey.v,rsa_5_23_N,489,0,0,OK
SharedKey.v,rsa_5_41_N,492,0,0,OK
SharedKey.v,d_star_depends_on_both,495,0,0,OK
SharedKey.v,two_partners_two_dstars,505,0,0,OK
SharedKey.v,product_carries_component_keygen,528,0,0,OK
SharedKey.v,product_common_e_inverts,534,0,0,OK
SharedKey.v,product_refuses_shared_prime,544,0,0,OK
SharedKey.v,d_star_gt_lambda_div_e,550,0,0,OK
SharedKey.v,carmichael_shared3,588,0,0,OK
SharedKey.v,d_star_unique_mod_lambda,648,0,0,OK
SharedKey.v,d_star_inverts_on_A,664,0,0,OK
SharedKey.v,d_star_inverts_on_B,678,0,0,OK
SharedKey.v,d_star_ed_minus_1_divides_lambda,692,0,0,OK
SharedKey.v,d_star_annihilates_shared,705,0,0,OK
SharedKey.v,d_star_decrypts_B,729,0,0,OK
SharedKey.v,d_star_decrypts_A,744,0,0,OK
SharedKey.v,coprime_powm,769,0,0,OK
SharedKey.v,shared_N_gt_1,795,0,0,OK
SharedKey.v,dstar_power_crs_is_powm,804,0,0,OK
SharedKey.v,shared_dec_is_eth_root,846,0,0,OK
SharedKey.v,srs_first_checks,873,0,0,OK
SharedKey.v,srs_step_checks,895,0,0,OK
SharedKey.v,srs_first_is_rsa,936,0,0,OK
SharedKey.v,srs_first_is_strong_rsa,951,0,0,OK
SharedKey.v,lambda_plus_one_is_other_strong_rsa,967,0,0,OK
SharedKey.v,dstar_inverts_every_unit,986,0,0,OK
SharedKey.v,powm_eq_implies_abs_annihilator,1010,0,0,OK
SharedKey.v,dlog_of_srs_agrees_mod_order,1054,0,0,OK
SharedKey.v,dlog_at_full_order_inverts_e,1077,0,0,OK
SharedModulus.v,dkg_N_is_product,29,0,0,OK
SharedModulus.v,dkg_N_cross_terms,34,0,0,OK
SharedModulus.v,published_sum_is_phi_plus_one,40,0,0,OK
SharedModulus.v,two_prime_four_roots_triprime_eight,45,0,0,OK
SharedModulus.v,triprime_mixed_root_refutes_biprime,70,0,0,OK
SharedPrime.v,gcd_shared_prime,14,0,0,OK
SharedPrime.v,gcd_shared_prime_divides_both,29,0,0,OK
SixthType.v,form_N01_disc,21,0,0,OK
SixthType.v,minus4N_mod4,27,0,0,OK
SixthType.v,minus4N_div4,33,0,0,OK
SixthType.v,form_N01_equiv_principal,42,0,0,OK
SixthType.v,Nsq_minus_4_factors,63,0,0,OK
SixthType.v,gcd_N_minus_2_N,67,0,0,OK
SixthType.v,odd_N_gcd_Nminus2,78,0,0,OK
SixthType.v,factor_4N_gives_square_disc,100,0,0,OK
SixthType.v,N_plus_one_powm,115,0,0,OK
SixthType.v,N_plus_one_euler_is_one,130,0,0,OK
SixthType.v,form_p0q_disc,151,0,0,OK
SixthType.v,form_p0q_ambiguous,157,0,0,OK
SixthType.v,form_p0q_reduced_when_ordered,161,0,0,OK
SixthType.v,williams_N_mod4,182,0,0,OK
SixthType.v,both_1_mod4_N_mod4,190,0,0,OK
SixthType.v,mixed_mod4_N_mod4,198,0,0,OK
SmallExponent.v,rsa_poly_degree_is_e,21,0,0,OK
SmallExponent.v,cube_is_powm3,26,0,0,OK
SmallExponent.v,unique_nonneg_rep,34,0,0,OK
SmallExponent.v,three_moduli_divide,49,0,0,OK
SmallExponent.v,hastad_cube_if_small,74,0,0,OK
SmallExponent.v,related_message_common_root,97,0,0,OK
SmallExponent.v,fr_cube_gap,110,0,0,OK
SmallExponent.v,fr_cube_gap_mod,116,0,0,OK
SolverRestrict.v,sagm_powm_mul_exp,30,0,0,OK
SolverRestrict.v,sagm_root_of_generator_pin,41,0,0,OK
SolverRestrict.v,sagm_ae_minus_one_is_lambda,45,0,0,OK
SolverRestrict.v,sagm_generator_annihilated,49,0,0,OK
SolverRestrict.v,sagm_only_miller_splits,53,0,0,OK
SolverRestrict.v,sagm_scale_eval_pin,61,0,0,OK
SolverRestrict.v,sagm_scale_lambda_type,67,0,0,OK
SolverRestrict.v,safeprime_e3_names_p,75,0,0,OK
SolverRestrict.v,safeprime_e5_names_q,81,0,0,OK
SolverRestrict.v,safeprime_e3_not_residual,87,0,0,OK
SolverRestrict.v,safeprime_residual_e7,91,0,0,OK
SolverRestrict.v,poly_e_constant,104,0,0,OK
SolverRestrict.v,poly_e_constant_is_fixed_e,108,0,0,OK
SolverRestrict.v,poly_e_X_two_points,113,0,0,OK
SolverRestrict.v,poly_e_X_not_rerand,117,0,0,OK
SolverRestrict.v,poly_e_nonconstant_not_fixed_parameter,121,0,0,OK
SolverRestrict.v,poly_e_quadratic,135,0,0,OK
SolverRestrict.v,poly_e_quadratic_residual_shaped,139,0,0,OK
SolverRestrict.v,poly_e_quadratic_leftover_with_period,146,0,0,OK
SolverRestrict.v,poly_e_quadratic_encrypt_not_leftover,161,0,0,OK
SolverRestrict.v,poly_e_square_even_peel,168,0,0,OK
SolverRestrict.v,reject_sample_public_e_emits_5,179,0,0,OK
SolverRestrict.v,reject_sample_emits_nonresidual,183,0,0,OK
SolverShape.v,shape_even_ndiv_odd,32,0,0,OK
SolverShape.v,shape_monomial_k2_period_obstruction,39,0,0,OK
SolverShape.v,shape_monomial_k2_pin,47,0,0,OK
SolverShape.v,shape_inverse_of_36_residual_shaped,55,0,0,OK
SolverShape.v,shape_inverse_of_generator,66,0,0,OK
SolverShape.v,shape_inverse_generator_miller,71,0,0,OK
SolverShape.v,shape_affine_identity_forbidden,81,0,0,OK
SolverShape.v,shape_affine_eval_not_zero,90,0,0,OK
SolverShape.v,shape_affine_pointwise_const_residual,94,0,0,OK
SolverShape.v,shape_eth_root_of_1,100,0,0,OK
SolverShape.v,shape_unique_eth_root,116,0,0,OK
SolverShape.v,shape_two_unit_cube_roots_agree,129,0,0,OK
SolverShape.v,shape_unique_unit_cube_root_of_36,144,0,0,OK
SolverShape.v,shape_fr_small_integer,159,0,0,OK
SolverShape.v,shape_fr_cube_gap_small,167,0,0,OK
SolverShape.v,shape_fr_residual_not_integer_cube,172,0,0,OK
SolverShape.v,shape_fr_reduced_offset_not_integer,179,0,0,OK
SolverShape.v,shape_chaum_unblind,186,0,0,OK
